Date,Close,High,Low,Open,Volume,log_return,SMA_short,SMA_long,volatility,open_close_ratio,high_low_range,volume_zscore
2017-07-16,1929.8199462890625,2058.77001953125,1843.030029296875,1991.97998046875,1182870016,-0.03515030423318027,2435.1110107421873,2530.2848095703125,0.035390833794744454,1.0322102765593328,0.11179280774314262,0.9711936106142326
2017-07-17,2228.409912109375,2230.489990234375,1932.6199951171875,1932.6199951171875,1201760000,0.1438615807515655,2418.9090087890627,2531.7370068359373,0.049116867483846305,0.8672641351194683,0.133669300921045,1.2845249481146437
2017-07-18,2318.8798828125,2387.610107421875,2164.77001953125,2233.52001953125,1512450048,0.039795972717640425,2406.1135009765626,2533.00240234375,0.050114775809368156,0.9631891828835396,0.09609815909065067,2.407975433999375
2017-07-19,2273.429931640625,2397.169921875,2260.22998046875,2323.080078125,1245100032,-0.01979458574728426,2392.818994140625,2534.9616015625,0.05018595417972897,1.0218393123946181,0.06023495138353661,1.1161092746226735
2017-07-20,2817.60009765625,2900.699951171875,2269.889892578125,2269.889892578125,2249260032,0.21459581921064388,2409.6569946289064,2545.5854052734376,0.07002408013402403,0.8056110923854226,0.22388204029325295,3.279431959994307
2017-07-21,2667.760009765625,2838.409912109375,2621.85009765625,2838.409912109375,1489449984,-0.05464632077387589,2421.317492675781,2550.7830078125,0.07115114640975928,1.0639674864751956,0.08117664769708831,1.0787097971610864
2017-07-22,2810.1201171875,2862.419921875,2657.7099609375,2668.6298828125,1177129984,0.0519880561168258,2436.5,2557.2144091796877,0.07174772340215851,0.9496497557134284,0.07284740594732418,0.18931984598802462
2017-07-23,2730.39990234375,2832.179931640625,2653.93994140625,2808.10009765625,1072840000,-0.028779145918047342,2444.8169921875,2561.5154052734374,0.07202903257648419,1.0284574414340562,0.06527981123987568,-0.11162475541887293
2017-07-24,2754.860107421875,2777.260009765625,2699.18994140625,2732.699951171875,866473984,0.008918580766257985,2452.4780029296876,2566.37640625,0.07199309130944975,0.9919559776591566,0.02833903186192513,-0.6569582978508146
2017-07-25,2576.47998046875,2768.080078125,2480.9599609375,2757.5,1460089984,-0.06694254490338364,2451.202502441406,2564.1698046875,0.0736696983670743,1.0702586555701925,0.11143890865213049,0.8763049027923876
